id,name,price,quantity,required_qualification
06f99670-a656-480f-b741-8dbc1f5917f1,Elegant Bronze Towels,94.00,75,C
8dca8aec-321e-4e39-865f-15d01c00bc7e,Bespoke Concrete Ball,725.00,53,A
65d1bd50-a1a4-4027-b36d-77fb91de7efc,Fantastic Cotton Sausages,303.00,70,A
699f4198-9870-43ec-8cfc-4c69d3619173,Gorgeous Metal Sausages,102.00,53,C
33747a6b-457c-4f9a-a42c-55f0111d2062,Small Fresh Mouse,906.00,89,B
b5ad36b2-4e84-484d-9a3b-c3dcfb0f44a0,Electronic Granite Shirt,331.00,53,A
33b5587a-e1c2-439f-b0bd-c0a6f479679b,Recycled Metal Chicken,935.00,45,C
e772474d-9b4c-4fa3-a39a-62845b676de2,Incredible Rubber Table,629.00,78,B
d51ab048-248b-43a9-8576-e50898329a94,Intelligent Wooden Pants,856.00,114,B
d85f79f4-2230-4d4f-9ff5-cc9addd6cd14,Licensed Metal Gloves,93.00,40,C
56ae4f4a-c938-4db7-b88d-feefa455f46a,Gorgeous Fresh Chair,363.00,65,B
1d461b5f-a09c-422a-8bac-8caf0e570d22,Handmade Bronze Pizza,248.00,28,B
36bbc6f4-5b93-4604-9cea-573cdee2cb79,Fantastic Concrete Salad,925.00,31,B
67f3d3c1-4d2d-494d-bb5e-807b1e18560d,Awesome Rubber Chair,454.00,96,C
598dffa5-91d7-49c7-8983-58ff93a9d24b,Elegant Rubber Soap,618.00,115,C
308ea91b-a39f-4af7-8774-21079423464a,Bespoke Soft Fish,678.00,43,B
3bcbcbff-930e-4eb6-b322-bc354560508a,Rustic Fresh Shoes,207.00,93,A
e7b9067c-2603-456e-b723-0154f88df985,Fantastic Metal Keyboard,612.00,45,A
3e4831e2-2ed1-43f2-bb68-7f69445bf493,Licensed Fresh Chips,384.00,6,B
a82be147-a71c-4828-b978-18d305ff19e1,Fantastic Rubber Shoes,850.00,86,B
28304fc2-1eb5-4f96-88be-1b833e9ff4eb,Intelligent Frozen Salad,934.00,12,C
d1bf40f1-caf0-4ef3-a1ae-16eb7eb4b8ef,Elegant Cotton Pizza,136.00,74,C
734c61d2-b3a7-4724-908f-9b0b05981c5a,Awesome Steel Gloves,125.00,45,B
06e2ba9a-81e6-499b-b2be-b7097e61f6b4,Recycled Cotton Sausages,438.00,37,C
8eb80fb8-a876-4f91-854e-567b8c778657,Elegant Fresh Pizza,270.00,15,C
638758d3-de50-4c4f-b8f1-a3aa83044e98,Electronic Fresh Gloves,559.00,14,A
97ffff26-c3b3-4b38-854e-602d04a3481c,Luxurious Plastic Tuna,573.00,102,B
18700705-2f88-4966-a601-efa888c49262,Small Plastic Car,174.00,80,C
3af0cd15-f7cd-4bd2-a7f0-0929222df56d,Ergonomic Concrete Chicken,688.00,111,A
4bf1c607-046a-4a6f-a281-7a182af5f5e1,Recycled Fresh Shirt,193.00,6,A
c37cef0f-7b2c-42c2-9045-457f67c0e7dc,Modern Soft Bacon,265.00,18,C
d81e5fb8-3c7b-4239-9283-dec823ff207d,Recycled Soft Ball,63.00,85,C
3715df99-f8c6-40f5-86a6-dbf13c11adcc,Ergonomic Metal Mouse,248.00,23,B
7a8d9d2d-1ce7-4d3f-9341-39a0757b0898,Practical Frozen Bacon,778.00,19,A
afe51cc6-b840-45fa-a455-45e6639a9245,Unbranded Bronze Car,666.00,113,A
11711fff-c1f4-499b-91a7-d324281aa1fc,Gorgeous Metal Soap,776.00,113,B
14665842-f768-427f-8597-518d1d02abf6,Tasty Concrete Gloves,226.00,22,B
b47b7086-f43c-4d35-aefa-0654b2bdc0bf,Refined Cotton Shirt,686.00,58,C
931608dd-a465-4e83-a135-aadcfd0be2ec,Luxurious Frozen Pants,193.00,68,A
c4a855fa-31ca-4fe3-a40d-4a68cdc0ef7b,Rustic Bronze Shirt,962.00,24,A
ffe492a3-a4ef-4c26-aee3-03fe1b510614,Refined Frozen Bike,961.00,120,B
7c4cab2f-528e-4b31-a929-e0e6c4354941,Oriental Concrete Pizza,73.00,120,C
e9b9d1c4-81b4-46bd-8053-85564d4d1773,Refined Granite Chips,497.00,65,A
2fd3c468-ea3d-4227-9c0c-32d65787686b,Modern Wooden Shirt,529.00,47,B
9f36f965-c24e-4dc3-ac95-88b0226c7f2c,Modern Granite Salad,722.00,45,B
12af0d30-6f85-4ee9-b35c-102713f01d3a,Electronic Bronze Table,433.00,103,A
e9e9b2c8-eadd-4ec3-8d37-be891173beae,Intelligent Metal Towels,42.00,40,C
7c378091-20cb-42a5-8e03-c6e21f2dc64b,Tasty Plastic Pants,683.00,101,C
b80819e1-42be-4cc9-ae6a-15c10f68ab72,Luxurious Plastic Shirt,773.00,50,A
3429399c-91bd-41d4-875d-d13fa5291727,Tasty Soft Table,247.00,78,B
347ebb68-bb4f-4b4d-9bbb-661641f4f124,Electronic Wooden Fish,855.00,46,C
e930fbd9-c15c-4c3d-9c84-ba60a7a956ec,Gorgeous Frozen Chair,955.00,80,B
19b709a0-05b5-4604-bce3-70a0d8d7e8b0,Ergonomic Wooden Pizza,718.00,113,C
bd850aac-2968-495a-9f5e-bba5456254c2,Elegant Metal Gloves,526.00,106,B
b2c8e4a7-9802-46f0-8afd-56ca943e9b42,Rustic Bronze Hat,150.00,66,A
122919ed-7d12-4334-bc6e-32a019c89910,Electronic Steel Towels,929.00,58,C
b963877c-9d9f-4bd0-924e-0a4b705f033d,Modern Plastic Shoes,411.00,73,C
ca3a4b91-6dd9-454a-881a-3a6152768e16,Tasty Fresh Ball,875.00,26,A
2ba118fe-306c-44ba-98b8-d45056039b48,Ergonomic Concrete Chicken,507.00,97,C
bab3cb27-55cd-41e4-b9c8-02871cd3a128,Unbranded Frozen Hat,665.00,23,C
3a590832-17ca-4ff7-84bc-59c1892e9d9e,Unbranded Soft Bacon,298.00,108,B
11c7000c-faf2-4990-be0b-f29dde69d681,Generic Metal Hat,153.00,31,C
319b7574-1154-4979-83f9-3597df3f5e9b,Refined Cotton Car,185.00,14,A
2768d38f-f094-45e1-9963-60c6178c30ee,Modern Concrete Fish,858.00,1,A
94e8e0a0-a75e-471c-889b-9d52c0f2442a,Bespoke Wooden Soap,665.00,99,A
cc23b4be-9f61-4c81-b26e-2f3399104ed8,Intelligent Concrete Soap,611.00,113,B
e4a4bb7c-7dc9-4b1b-b782-363c8ecf9c8c,Bespoke Bronze Chips,498.00,47,A
35f40314-833e-4695-9974-14076c357116,Small Rubber Chips,466.00,16,C
c72c1dc2-3586-445d-b9eb-e512028fe63b,Elegant Cotton Mouse,207.00,42,A
b466c6da-702b-4d50-a4a2-6bc9b7708ba8,Intelligent Frozen Sausages,115.00,78,C
a21bd9e2-776f-4485-9dd6-2f6daa2deca5,Unbranded Granite Ball,861.00,113,A
8e12f794-66de-4782-833d-e9d22f1a3fbb,Generic Cotton Towels,456.00,25,C
b710d329-13c4-4031-9c81-4243e685328b,Licensed Frozen Tuna,667.00,32,B
318f2e91-d5e6-4f4d-910c-6fdaa1c5dd72,Electronic Plastic Chair,562.00,91,C
1ffec1a9-e22f-4203-95a0-a14c2e2eda61,Recycled Cotton Shirt,775.00,84,A
cd85faa4-88e3-45b1-bc4d-4d04d1eb06d1,Modern Plastic Soap,237.00,21,A
38a68586-7278-467d-b790-129328886b48,Modern Bronze Hat,456.00,6,B
e96ab789-d5ba-4b67-8280-db931726cbfc,Recycled Cotton Chair,562.00,24,B
cf71bafc-7656-451d-a8b8-516a601f1770,Fantastic Fresh Gloves,25.00,45,B
a75afa1c-ba87-4be3-80ef-6842f7209899,Handmade Soft Salad,256.00,117,C
1244eb1b-7652-4d61-ba60-3b84d0fbd3f1,Oriental Plastic Pants,399.00,72,B
d6baf15f-55cb-4f46-9830-e19ee22a13f4,Handcrafted Wooden Table,739.00,41,B
895488c8-3622-49d1-ad83-33705a8a9057,Unbranded Plastic Mouse,181.00,87,A
8f09f9e1-c62a-4e8c-ac92-c4a741fcd1bf,Ergonomic Bronze Car,895.00,28,C
14fcaeb4-c61f-4a16-b1ac-a8f17583dd6a,Luxurious Wooden Bacon,625.00,71,C
fd086d59-5f8b-428f-846a-cd8bf1d54776,Handcrafted Granite Towels,288.00,25,B
9ee8b9dc-d89e-46f8-a1bd-36a44e0169a0,Unbranded Frozen Pizza,358.00,33,A
16dd6582-e7a6-4633-9b44-d8de37d3d654,Gorgeous Steel Hat,465.00,7,A
232e8aef-75dd-42bd-9c5e-795eb384bbdf,Practical Fresh Keyboard,825.00,4,B
a1e17a75-5b7d-4bce-a553-275554d98fbd,Sleek Frozen Chicken,7.00,69,C
588a2db9-c9d5-4b1c-b573-cc3fcdb14e3b,Oriental Wooden Salad,806.00,60,A
7855769b-47cd-4f49-b758-15da660d8cc6,Small Granite Bacon,953.00,15,B
42f49aa9-6201-43b8-a4ba-a69241b0783f,Handcrafted Bronze Bacon,219.00,106,A
d2bd1a0d-5ca4-4430-a27f-2fbf9ba3e065,Generic Rubber Bike,607.00,31,B
85ab613d-94ce-4a7b-a2d6-7e0d3887af89,Bespoke Steel Towels,973.00,22,C
240c768b-bc8b-4ec1-a5ed-ee6aec570a74,Tasty Frozen Car,936.00,11,C
8d76f081-5be6-43c9-ae36-d3fa98110679,Sleek Fresh Table,291.00,119,C
58c6c5b2-7b7d-40cf-8a6e-0c8e40435666,Intelligent Wooden Tuna,573.00,112,A
a67996b1-0735-40c5-ba21-a690e47a5059,Refined Frozen Cheese,61.00,95,B
dba224cb-8305-4437-83ff-9e06590a7dbf,Rustic Frozen Soap,634.00,73,B
236c13ea-92d6-45ca-a502-6a8dc56162ee,Modern Fresh Sausages,794.00,108,B
77bfa20b-6d15-4521-b8fb-6d1584d8c621,Bespoke Soft Ball,746.00,109,C
174e5536-e3e3-471f-932e-a7d39f330ecf,Incredible Bronze Table,620.00,46,C
18f5cde8-fbb0-4bb7-aaff-7b9fd296bd75,Luxurious Granite Keyboard,987.00,103,C
f0f1bb93-dff3-439e-9f80-94baff35504b,Incredible Cotton Salad,440.00,18,B
795e6cf3-2271-4192-acf1-ffc1e073fe19,Fantastic Granite Pants,570.00,66,C
27756824-c664-4fca-b9bd-59a6fc0ab6e8,Modern Steel Ball,4.00,53,B
1822d146-2043-40c8-803a-358e656eff24,Rustic Plastic Sausages,553.00,51,C
c191f90e-77fc-4b34-ba4d-92c42e3edd4b,Tasty Concrete Bike,437.00,61,C
e89fd4d3-b150-461c-bf00-eb2fa688421e,Rustic Fresh Table,775.00,98,C
d5c7e4d4-379d-4798-90e1-e96e701e7b96,Sleek Granite Towels,869.00,73,C
e1d90d97-347b-40ea-a805-bc41f8bdbbb0,Refined Rubber Ball,835.00,66,B
a6f197d0-8b81-48df-9641-70779e5609f2,Fantastic Wooden Shirt,785.00,100,C
2347941d-d4b4-47f2-a0cf-875fcda2eea2,Intelligent Fresh Car,142.00,39,B
8f05fb57-cc7a-45e0-b405-3b60f9362936,Gorgeous Concrete Shirt,444.00,69,A
94644f8a-bef3-4ef4-8dc9-966a4ccca857,Refined Cotton Towels,426.00,87,A
b4a4f46c-b7b5-4686-89ff-7c64db445daf,Ergonomic Wooden Tuna,518.00,19,C
daf1ec92-7956-44dd-a6fd-a7bc5bcb894c,Ergonomic Wooden Soap,205.00,30,B
1b58bd6d-329e-4f97-bde3-c8c26a6ceed3,Bespoke Plastic Table,141.00,52,B
0f643263-69a7-4612-b36d-26994e61f144,Bespoke Soft Table,188.00,97,C
5428ab9e-2f11-4a36-acaa-7b1cc2c98635,Unbranded Rubber Soap,259.00,102,C
14527991-e5c0-4f81-b6c1-e57dadba4786,Modern Concrete Keyboard,641.00,21,B
bca9d442-aad7-4300-a01a-c7de2fb0dac6,Small Granite Salad,370.00,111,C
fd3cbc0c-9037-4646-9c0e-1afed82292c0,Licensed Soft Bacon,892.00,102,C
10ff2cb4-23d2-449c-a1e3-42ca3735a4cd,Tasty Soft Keyboard,714.00,14,B
c86ccbd7-9fe6-4834-adcf-fbf45a3562a6,Tasty Bronze Shoes,319.00,39,A
60c33deb-4eff-4f1a-8a75-72a5b424ade2,Intelligent Concrete Hat,849.00,28,C
f24dabc2-c48e-4be5-9b45-255d105bd0e4,Incredible Wooden Pizza,15.00,73,B
3be83c1e-08bd-4df2-831b-c97815a5d66b,Bespoke Cotton Chips,76.00,62,A
8ebf1a97-47ac-4dcb-a0fb-680fbe5c18af,Fantastic Concrete Chair,685.00,18,B
4594dea8-36ba-4de5-bebe-ad1fe194ed3b,Oriental Rubber Fish,304.00,21,C
67157652-052c-4d66-bd13-3e1d39a319b6,Bespoke Wooden Salad,791.00,96,B
50717331-c4d4-4631-b8a7-36ec80c3cab8,Small Metal Keyboard,692.00,9,B
70250cba-0923-4356-8a7b-2ad7b5823faf,Tasty Concrete Pizza,544.00,80,C
5e95d9fb-a25d-4d20-8d98-f27e9c72096a,Luxurious Cotton Keyboard,725.00,18,C
11a022ff-b7c3-4c20-adb3-090e2d1ad139,Intelligent Wooden Computer,342.00,107,C
256931ae-7251-4359-8e04-054b3c25c879,Oriental Concrete Hat,130.00,10,B
d9be044e-e70c-4ef8-a9c2-eb1e2f03c6c2,Licensed Granite Bacon,34.00,95,B
5d5fc054-e510-4d34-83aa-b7137b09dd87,Handcrafted Fresh Table,795.00,71,A
1e81501a-762b-40d9-a5ea-b2e9a93b5126,Elegant Steel Car,490.00,102,C
ae5b0c4b-9873-4612-aea9-3d51684ce0cd,Generic Concrete Shirt,889.00,99,C
8d2c35a0-944b-47ad-afde-dea18fed26d5,Oriental Metal Soap,691.00,51,A
6d47093a-6c24-4674-b5d7-08b4b3d1d5fe,Modern Soft Pants,579.00,29,A
8798d2f0-9c75-4b8d-85e7-0953b0375ca8,Luxurious Bronze Chair,640.00,5,B
14073b4d-f14d-4265-9d1b-c79f7c56c10f,Rustic Plastic Pants,597.00,67,C
99fa7ce7-9975-4ed7-9e50-9faa0b36010b,Bespoke Bronze Chair,702.00,65,A
8273074b-4f58-4a69-8ce3-3686e78c76d7,Bespoke Concrete Shirt,181.00,68,C
5deaf144-fbfa-42f4-9a4a-a0668a7a8951,Ergonomic Wooden Pants,635.00,71,B
6f21b736-c133-487d-baad-22032d7d874c,Recycled Frozen Table,272.00,88,B
d7a64cf2-fb86-45d0-9616-39161dfefd96,Handcrafted Granite Pants,2.00,74,C
b5a1e378-0477-4349-98cc-e00ded32183b,Oriental Bronze Mouse,754.00,39,B
b6c11823-88db-45a1-afb6-47a2d682d575,Gorgeous Fresh Car,38.00,75,C
0724a773-698b-4549-808f-68fc37d3045f,Rustic Frozen Mouse,681.00,103,B
43f36e4e-7186-495b-ac17-4905ad1362d2,Modern Concrete Ball,312.00,14,B
355d6346-96b4-48ce-beff-6342cbdbaf0f,Modern Soft Shoes,767.00,15,C
cac845e1-7944-45c8-9343-c8e9bb52d633,Unbranded Metal Hat,956.00,81,A
8dfe2e68-f31a-49a0-a2ef-8bf9470617ea,Recycled Granite Table,598.00,94,C
5947558c-1b4d-4857-8d08-85a921e9679d,Licensed Plastic Bike,266.00,4,B
445e5ec2-cd20-4bce-b996-e7ed2c7f1c0f,Electronic Rubber Bacon,803.00,17,C
0433dab9-1da8-45e1-8a47-a19738a37156,Small Frozen Car,885.00,88,C
8b6e2843-b795-478e-a8cd-f687a1f5708d,Incredible Granite Chicken,90.00,47,C
cb857af6-8115-4396-aef8-f838a54cec40,Fantastic Concrete Car,638.00,44,B
abcded51-c757-4289-bf64-fd741cb97b3e,Fantastic Bronze Ball,531.00,19,C
1b3677d8-74f2-44a8-a347-1e145ecf82ba,Modern Rubber Pants,680.00,22,B
39d286a4-3a6c-4584-ac9d-dc2ab6f340aa,Small Frozen Car,189.00,97,A
46d7ea4f-851a-483f-beee-3f3d806155c7,Generic Cotton Hat,298.00,82,C
23ca2997-189d-4137-b117-edbe32dfec1a,Tasty Plastic Car,62.00,41,A
7f08df68-03b6-4b4f-a7e4-096a48ed6840,Awesome Steel Towels,605.00,100,A
cf31a565-c74a-4461-bd4b-e545e9cbf8fc,Elegant Steel Soap,304.00,7,A
6da053fa-63d8-4928-a375-f5f0a5ba2a54,Rustic Bronze Computer,719.00,22,A
7d3d4d58-a6fe-4bed-9a58-4179e89f8e8e,Small Rubber Tuna,525.00,42,C
5c4f3470-24e9-417b-a5bc-48d7c6270901,Elegant Rubber Mouse,369.00,37,A
507746b0-2436-4a04-9a78-a48db3752610,Fantastic Cotton Bacon,532.00,91,B
183cf1fc-90f6-4816-8ca4-5d3dbd6bbfe6,Luxurious Bronze Car,171.00,112,A
6c15fc73-31d2-4820-9549-f377899c38c7,Modern Rubber Towels,274.00,48,A
dfe4d93f-abdf-4337-b104-fdbd81fa19c0,Gorgeous Rubber Chicken,42.00,1,B
08aad6b8-0af4-4801-b7a8-ad611205e22b,Recycled Frozen Keyboard,777.00,75,A
fde39b79-16a3-4ae7-ac60-b035d2d161e8,Bespoke Bronze Keyboard,184.00,66,B
e722a8c6-c2e2-4053-bfd3-f7432cd607c7,Handcrafted Plastic Bacon,29.00,5,A
d29c7054-a3fa-49b3-abbe-92423f323929,Awesome Cotton Mouse,153.00,26,A
f30aa6e1-8596-4557-b127-d0f53dc64839,Rustic Frozen Chicken,672.00,55,C
f5064766-1062-4327-848b-9ab85b9beb5a,Practical Fresh Cheese,657.00,92,C
f20df43a-202c-47e4-8332-0c1ebb48c554,Luxurious Rubber Shirt,855.00,41,A
efb887e3-26a2-4801-8230-bfbec9fa4635,Rustic Concrete Bacon,634.00,74,B
6dd4d319-f11b-4f7b-acf7-a30a136c3d39,Practical Granite Mouse,512.00,81,A
ba610b58-ec8c-47dc-ae6a-0c4c3231cba5,Luxurious Wooden Computer,101.00,82,A
b43254f8-007d-4d05-9e7a-b4f3419e533b,Electronic Frozen Bike,188.00,90,B
43ec0595-2b02-4fd8-88d0-362934d1c5b7,Tasty Concrete Fish,134.00,78,C
cf5d1a33-40b4-49f1-ab71-f935c4c74c81,Refined Fresh Mouse,433.00,92,C
785f1352-2b87-4c5a-867f-88b57db5c554,Gorgeous Wooden Keyboard,69.00,22,B
2ea1cbd4-9a8b-4332-a1a5-47f99dbf8a43,Refined Wooden Sausages,664.00,45,A
4b0cbc45-2663-4f49-8762-821915b51cea,Handmade Granite Towels,497.00,78,A
b7669691-e7f7-47f4-bed0-c714f11027e3,Elegant Frozen Hat,476.00,67,A
e4d8fcea-5023-46d7-b754-65e8b16e0904,Handcrafted Frozen Towels,209.00,91,A
e67df39e-7ced-4369-bd9b-2d230df3b9cd,Incredible Steel Pants,970.00,51,A
be650715-61ca-43ef-9d52-62bfc8896d68,Intelligent Cotton Fish,861.00,10,A
1b33b8a7-193e-4c8a-9df3-2f9a6a27ed15,Ergonomic Metal Keyboard,686.00,108,C
3e352c9f-9426-48a4-8b7a-ae2ebc6e0a53,Rustic Bronze Table,795.00,111,A
fb81a144-9bf3-4201-8abe-9887b772189e,Awesome Bronze Mouse,494.00,38,A
9206ad9b-503d-4cad-9977-bfbecc3018ff,Small Rubber Salad,170.00,104,B
a56c7811-5f11-44b6-87e7-77231e981645,Licensed Soft Table,206.00,113,A
bd74b2af-20a0-4d0f-9f14-539310e4cb1d,Gorgeous Fresh Shirt,692.00,15,C
f877c98b-7eab-4a72-a08f-23d79e50f0ff,Handcrafted Soft Pants,861.00,81,A
a67d3b40-2f46-479f-937d-08a562bc7976,Intelligent Frozen Keyboard,886.00,33,C
977729e9-1022-4344-927a-9b36788b962c,Tasty Steel Mouse,207.00,51,C
49a355ae-ace2-44f3-bac8-54360b304755,Awesome Granite Sausages,944.00,88,B
acf65fb8-f890-427a-b869-147ff689d2d3,Intelligent Soft Towels,37.00,28,B
927812fb-4215-4dbc-9417-6bc487b1506c,Gorgeous Granite Car,800.00,76,A
f047524b-fb21-480e-bd67-511c968863e7,Awesome Steel Hat,491.00,67,B
95033766-430b-479d-9729-6cfaf9f1213a,Gorgeous Cotton Gloves,617.00,83,B
1310c01b-1844-42d2-a2c3-aa56a5dfd816,Oriental Bronze Pants,88.00,14,A
17f1e408-b35b-4e6d-a055-0826af1a70f5,Recycled Plastic Tuna,868.00,118,C
b0b04f73-2ce2-444d-8788-22013a1fd8d9,Sleek Fresh Chair,370.00,53,C
26c361e1-4996-413b-84c8-314a479ee386,Elegant Soft Computer,30.00,5,B
b3eaa8ca-0685-4265-a230-09354c3e9a9f,Modern Granite Tuna,270.00,35,A
65ba6b6a-c57a-41c6-9c84-3dbe87d8e83a,Bespoke Rubber Soap,375.00,37,A
6551bee8-c0a8-431c-ad39-2ad3defbe622,Licensed Cotton Towels,332.00,36,B
facc16af-9bbe-42c8-bdd4-542edef4538c,Handcrafted Bronze Table,159.00,13,B
ec4a72c5-5117-4188-9b2f-544c9c0d88dc,Recycled Metal Sausages,252.00,91,C
159b9482-c096-4e28-a20f-afb8e8173027,Generic Granite Towels,730.00,91,A
b5a12864-6d2d-4bc2-926c-25a951f5efb7,Oriental Rubber Chicken,812.00,92,A
98900a3d-3487-451a-b5b5-90f36b19730b,Refined Soft Sausages,938.00,2,A
ed855fe4-e31f-433b-b4fc-233742c16c3a,Rustic Plastic Shoes,831.00,57,B
bd194fd4-41cb-4cfa-ae06-dab2841836ca,Incredible Wooden Bacon,696.00,101,B
c2fa461b-590c-4f99-b935-568691f10507,Modern Wooden Bacon,642.00,88,B
02ea8cc8-2bd5-4109-b469-323a60c437cd,Intelligent Fresh Table,662.00,49,C
0d765ab0-5fb0-4268-ab7b-02b66c7f04a6,Tasty Wooden Shoes,717.00,77,B
3c2b1f59-dd29-46e5-8e03-74e10d3da668,Gorgeous Soft Hat,238.00,29,B
5fea57d5-bcff-4bd0-bdd0-9476e414866b,Bespoke Steel Chips,426.00,19,B
68283e1e-06e5-4a06-a37e-e536d8308780,Gorgeous Cotton Hat,281.00,82,A
ff942c83-8925-4a4e-8d72-bd495d58c507,Generic Soft Bacon,412.00,37,C
4d4326bb-09b2-4b80-8454-5b2867b15712,Refined Granite Shoes,519.00,12,B
3ce7508c-fc14-4233-b34f-19d684d968ab,Intelligent Rubber Chair,401.00,97,A
74797426-1d34-4f91-a698-4bcecaa5dfce,Electronic Metal Chair,432.00,27,B
60b393a2-ba0a-41a3-b800-7314354c0928,Small Concrete Car,384.00,48,C
c92d3fce-2c32-4fde-be0d-388fd8bcc4d0,Gorgeous Fresh Chair,240.00,96,B
07166c73-6697-4269-8cb3-2fa6fa7c581b,Modern Steel Chicken,995.00,9,C
e9ed89d0-170a-4243-82d0-e1ba457e67cc,Awesome Steel Salad,86.00,10,B
586b1c4d-3733-4f17-95e9-3baf75e5f66c,Recycled Soft Bacon,445.00,16,C
c520d954-5c7d-49d4-b5c9-8fb22bc033c0,Awesome Rubber Tuna,504.00,22,A
8f0847c0-8eb3-4ae2-a1cf-5acc52cae37b,Handmade Soft Shoes,807.00,54,A
4c26d3aa-1a8c-4f82-b769-64cc183166cd,Tasty Frozen Salad,543.00,53,B
aa8e82ac-af4a-47d8-aed5-bbb686741a15,Modern Plastic Table,780.00,28,A
0202566c-47a0-452b-b726-f32daf443f4e,Generic Metal Sausages,966.00,109,C
611fde30-0890-479f-9537-31566b215cdc,Gorgeous Frozen Pants,565.00,40,B
e2409cbe-ec18-4e24-b4aa-02515d9a758b,Ergonomic Rubber Car,493.00,68,B
99ce01b3-e91e-4e56-bdd3-aff3a59686bc,Refined Bronze Bacon,545.00,16,B
fdde4a9e-e0ea-4f02-8d28-2eb0ddfb122d,Gorgeous Frozen Mouse,888.00,52,A
a2c68a5f-b3c3-4803-a6ee-0d19eb518b23,Awesome Cotton Mouse,616.00,24,A
77ae3f40-0e70-41a9-86ed-e9cbe72c2b1a,Generic Frozen Bike,900.00,51,B
